#protein_ID	protein_accession	Gene_ID	Gene_symbol
1944901441	XP_038063514	ECB-GENE-25464178	LOC119734220
1944901443	XP_038063515	ECB-GENE-25464183	LOC119734221
1944901445	XP_038063516	ECB-GENE-25464183	LOC119734221
1944901447	XP_038063517	ECB-GENE-25464183	LOC119734221
1944901451	XP_038063518	ECB-GENE-25464192	LOC119734222
1944901453	XP_038063519	ECB-GENE-25464192	LOC119734222
1944901455	XP_038063520	ECB-GENE-25464199	LOC119734223
1944901463	XP_038063524	ECB-GENE-25464203	LOC119734226
1944901465	XP_038063525	ECB-GENE-25464203	LOC119734226
1944901471	XP_038063527	ECB-GENE-25464210	LOC119734228
1944901480	XP_038063530	ECB-GENE-25464215	LOC119734231
1944901498	XP_038063536	ECB-GENE-25464220	LOC119734235
1944901502	XP_038063537	ECB-GENE-25464220	LOC119734235
1944901505	XP_038063538	ECB-GENE-25464220	LOC119734235
1944901534	XP_038063547	ECB-GENE-25464229	LOC119734244
1944901550	XP_038063551	ECB-GENE-25464238	LOC119734248
1944901554	XP_038063552	ECB-GENE-25464243	LOC119734249
1944901596	XP_038063565	ECB-GENE-25464248	LOC119734259
1944901599	XP_038063567	ECB-GENE-25464248	LOC119734259
1944901602	XP_038063568	ECB-GENE-25464248	LOC119734259
1944901606	XP_038063569	ECB-GENE-25464248	LOC119734259
1944901609	XP_038063570	ECB-GENE-25464248	LOC119734259
1944901612	XP_038063571	ECB-GENE-25464248	LOC119734259
1944901615	XP_038063572	ECB-GENE-25464248	LOC119734259
1944901619	XP_038063573	ECB-GENE-25464248	LOC119734259
1944901623	XP_038063574	ECB-GENE-25464248	LOC119734259
1944901628	XP_038063575	ECB-GENE-25464248	LOC119734259
1944901640	XP_038063578	ECB-GENE-25464271	LOC119734263
1944901644	XP_038063579	ECB-GENE-25464271	LOC119734263
1944901648	XP_038063580	ECB-GENE-25464271	LOC119734263
1944901651	XP_038063581	ECB-GENE-25464271	LOC119734263
1944901655	XP_038063582	ECB-GENE-25464271	LOC119734263
1944901659	XP_038063583	ECB-GENE-25464284	LOC119734264
1944901663	XP_038063584	ECB-GENE-25464284	LOC119734264
1944901667	XP_038063585	ECB-GENE-25464291	LOC119734265
1944901670	XP_038063586	ECB-GENE-25464296	LOC119734266
1944901673	XP_038063587	ECB-GENE-25464296	LOC119734266
1944901693	XP_038063595	ECB-GENE-25464303	LOC119734270
1944901702	XP_038063597	ECB-GENE-25464308	LOC119734272
1944901736	XP_038063607	ECB-GENE-25464313	LOC119734277
1944901742	XP_038063610	ECB-GENE-25464318	LOC119734280
1944901744	XP_038063611	ECB-GENE-25464318	LOC119734280
1944901746	XP_038063612	ECB-GENE-25464318	LOC119734280
1944901748	XP_038063613	ECB-GENE-25464318	LOC119734280
1944901750	XP_038063614	ECB-GENE-25464329	LOC119734281
1944901753	XP_038063615	ECB-GENE-25464329	LOC119734281
1944901755	XP_038063616	ECB-GENE-25464329	LOC119734281
1944901757	XP_038063617	ECB-GENE-25464329	LOC119734281
1944901761	XP_038063618	ECB-GENE-25464340	LOC119734283
1944901763	XP_038063620	ECB-GENE-25464345	LOC119734284
1944901765	XP_038063621	ECB-GENE-25464345	LOC119734284
1944901771	XP_038063624	ECB-GENE-25464352	LOC119734286
1944901773	XP_038063625	ECB-GENE-25464352	LOC119734286
1944901775	XP_038063626	ECB-GENE-25464352	LOC119734286
1944901777	XP_038063627	ECB-GENE-25464352	LOC119734286
1944901782	XP_038063628	ECB-GENE-25464364	LOC119734288
1944901784	XP_038063629	ECB-GENE-25464364	LOC119734288
1944901786	XP_038063630	ECB-GENE-25464364	LOC119734288
1944901788	XP_038063631	ECB-GENE-25464364	LOC119734288
1944901790	XP_038063632	ECB-GENE-25464364	LOC119734288
1944901792	XP_038063634	ECB-GENE-25464364	LOC119734288
1944901794	XP_038063635	ECB-GENE-25464379	LOC119734289
1944901797	XP_038063636	ECB-GENE-25464384	LOC119734290
1944901800	XP_038063637	ECB-GENE-25464384	LOC119734290
1944901806	XP_038063639	ECB-GENE-25464391	LOC119734292
1944901810	XP_038063640	ECB-GENE-25464396	LOC119734293
1944901813	XP_038063641	ECB-GENE-25464396	LOC119734293
1944901850	XP_038063653	ECB-GENE-25464403	LOC119734298
1944901852	XP_038063654	ECB-GENE-25464408	LOC119734299
1944901866	XP_038063661	ECB-GENE-25464413	LOC119734305
1944901870	XP_038063662	ECB-GENE-25464413	LOC119734305
1944901874	XP_038063663	ECB-GENE-25464413	LOC119734305
1944901881	XP_038063666	ECB-GENE-25464422	LOC119734307
1944901887	XP_038063669	ECB-GENE-25464432	LOC119734311
1944901889	XP_038063671	ECB-GENE-25464432	LOC119734311
1944901893	XP_038063672	ECB-GENE-25464432	LOC119734311
1944901895	XP_038063673	ECB-GENE-25464441	LOC119734312
1944901897	XP_038063674	ECB-GENE-25464441	LOC119734312
1944901899	XP_038063675	ECB-GENE-25464441	LOC119734312
1944901904	XP_038063677	ECB-GENE-25464450	LOC119734315
1944901906	XP_038063678	ECB-GENE-25464455	LOC119734316
1944901908	XP_038063679	ECB-GENE-25464455	LOC119734316
1944901920	XP_038063682	ECB-GENE-25464462	LOC119734319
1944901924	XP_038063684	ECB-GENE-25464467	LOC119734320
1944901928	XP_038063685	ECB-GENE-25464467	LOC119734320
1944901932	XP_038063686	ECB-GENE-25464474	LOC119734321
1944901937	XP_038063687	ECB-GENE-25464474	LOC119734321
1944901941	XP_038063688	ECB-GENE-25464481	LOC119734322
1944901943	XP_038063689	ECB-GENE-25464486	LOC119734323
1944901947	XP_038063690	ECB-GENE-25464491	LOC119734324
1944901950	XP_038063691	ECB-GENE-25464491	LOC119734324
1944901954	XP_038063692	ECB-GENE-25464498	LOC119734326
1944901962	XP_038063694	ECB-GENE-25464503	LOC119734328
1944901966	XP_038063695	ECB-GENE-25464503	LOC119734328
1944901971	XP_038063696	ECB-GENE-25464503	LOC119734328
1944901975	XP_038063697	ECB-GENE-25464512	LOC119734329
1944901996	XP_038063702	ECB-GENE-25464517	LOC119734331
1944902000	XP_038063703	ECB-GENE-25464522	LOC119734332
1944902017	XP_038063708	ECB-GENE-25464527	LOC119734336
1944902020	XP_038063709	ECB-GENE-25464527	LOC119734336
1944902023	XP_038063710	ECB-GENE-25464527	LOC119734336
1944902115	XP_038063740	ECB-GENE-25464536	LOC119734353
1944902142	XP_038063752	ECB-GENE-25464540	LOC119734356
1944902145	XP_038063753	ECB-GENE-25464540	LOC119734356
1944902147	XP_038063754	ECB-GENE-25464540	LOC119734356
1944902149	XP_038063755	ECB-GENE-25464540	LOC119734356
1944902151	XP_038063757	ECB-GENE-25464540	LOC119734356
1944902153	XP_038063758	ECB-GENE-25464540	LOC119734356
1944902156	XP_038063759	ECB-GENE-25464540	LOC119734356
1944902158	XP_038063760	ECB-GENE-25464540	LOC119734356
1944902160	XP_038063761	ECB-GENE-25464540	LOC119734356
1944902162	XP_038063762	ECB-GENE-25464540	LOC119734356
1944902164	XP_038063763	ECB-GENE-25464540	LOC119734356
1944902166	XP_038063764	ECB-GENE-25464540	LOC119734356
1944902168	XP_038063765	ECB-GENE-25464540	LOC119734356
1944902170	XP_038063766	ECB-GENE-25464540	LOC119734356
1944902172	XP_038063767	ECB-GENE-25464540	LOC119734356
1944902174	XP_038063768	ECB-GENE-25464540	LOC119734356
1944902176	XP_038063769	ECB-GENE-25464540	LOC119734356
1944902178	XP_038063770	ECB-GENE-25464540	LOC119734356
1944902180	XP_038063771	ECB-GENE-25464540	LOC119734356
1944902182	XP_038063773	ECB-GENE-25464581	LOC119734358
1944902184	XP_038063774	ECB-GENE-25464581	LOC119734358
1944902186	XP_038063775	ECB-GENE-25464588	LOC119734359
1944902188	XP_038063776	ECB-GENE-25464588	LOC119734359
1944902190	XP_038063777	ECB-GENE-25464588	LOC119734359
1944902214	XP_038063789	ECB-GENE-25464597	LOC119734369
1944902216	XP_038063790	ECB-GENE-25464597	LOC119734369
1944902218	XP_038063791	ECB-GENE-25464604	LOC119734370
1944902222	XP_038063793	ECB-GENE-25464609	LOC119734373
1944902230	XP_038063798	ECB-GENE-25464614	LOC119734376
1944902246	XP_038063805	ECB-GENE-25464619	LOC119734385
1944902248	XP_038063807	ECB-GENE-25464624	LOC119734386
1944902250	XP_038063808	ECB-GENE-25464624	LOC119734386
1944902252	XP_038063809	ECB-GENE-25464624	LOC119734386
1944902254	XP_038063810	ECB-GENE-25464633	LOC119734387
1944902256	XP_038063811	ECB-GENE-25464638	LOC119734388
1944902258	XP_038063812	ECB-GENE-25464638	LOC119734388
1944902260	XP_038063813	ECB-GENE-25464645	LOC119734389
1944902262	XP_038063814	ECB-GENE-25464645	LOC119734389
1944902264	XP_038063815	ECB-GENE-25464645	LOC119734389
1944902266	XP_038063816	ECB-GENE-25464654	LOC119734390
1944902268	XP_038063817	ECB-GENE-25464659	LOC119734391
1944902270	XP_038063818	ECB-GENE-25464664	LOC119734392
1944902272	XP_038063819	ECB-GENE-25464669	LOC119734393
1944902274	XP_038063820	ECB-GENE-25464674	LOC119734394
1944902281	XP_038063823	ECB-GENE-25464679	LOC119734397
1944902283	XP_038063824	ECB-GENE-25464679	LOC119734397
1944902288	XP_038063826	ECB-GENE-25464686	LOC119734401
1944902290	XP_038063827	ECB-GENE-25464691	LOC119734402
1944902292	XP_038063829	ECB-GENE-25464696	LOC119734403
1944902294	XP_038063830	ECB-GENE-25464701	LOC119734404
1944902301	XP_038063833	ECB-GENE-25464706	LOC119734409
1944902303	XP_038063835	ECB-GENE-25464706	LOC119734409
1944902305	XP_038063836	ECB-GENE-25464713	LOC119734411
1944902307	XP_038063837	ECB-GENE-25464717	LOC119734412
1944902309	XP_038063838	ECB-GENE-25464717	LOC119734412
1944902323	XP_038063845	ECB-GENE-25464724	LOC119734418
1944902333	XP_038063850	ECB-GENE-25464729	LOC119734422
1944902337	XP_038063852	ECB-GENE-25464734	LOC119734424
1944902354	XP_038063860	ECB-GENE-25464739	LOC119734432
1944902356	XP_038063861	ECB-GENE-25464739	LOC119734432
1944902358	XP_038063862	ECB-GENE-25464739	LOC119734432
1944902360	XP_038063863	ECB-GENE-25464739	LOC119734432
1944902362	XP_038063864	ECB-GENE-25464750	LOC119734433
1944902364	XP_038063865	ECB-GENE-25464750	LOC119734433
1944902370	XP_038063868	ECB-GENE-25464757	LOC119734437
1944902387	XP_038063873	ECB-GENE-25464762	LOC119734442
1944902389	XP_038063874	ECB-GENE-25464762	LOC119734442
1944902391	XP_038063875	ECB-GENE-25464769	LOC119734443
1944902393	XP_038063876	ECB-GENE-25464774	LOC119734445
1944902395	XP_038063877	ECB-GENE-25464779	LOC119734446
1944902399	XP_038063880	ECB-GENE-25464784	LOC119734448
1944902401	XP_038063881	ECB-GENE-25464789	LOC119734449
1944902403	XP_038063882	ECB-GENE-25464794	LOC119734450
1944902405	XP_038063883	ECB-GENE-25464794	LOC119734450
1944902409	XP_038063885	ECB-GENE-25464801	LOC119734452
1944902411	XP_038063886	ECB-GENE-25464806	LOC119734453
1944902503	XP_038063932	ECB-GENE-25464811	LOC119734478
1944902505	XP_038063933	ECB-GENE-25464811	LOC119734478
1944902507	XP_038063934	ECB-GENE-25464818	LOC119734479
1944902513	XP_038063937	ECB-GENE-25464823	LOC119734482
1944902515	XP_038063938	ECB-GENE-25464823	LOC119734482
1944902517	XP_038063939	ECB-GENE-25464823	LOC119734482
1944902523	XP_038063943	ECB-GENE-25464832	LOC119734485
1944902525	XP_038063944	ECB-GENE-25464837	LOC119734486
1944902528	XP_038063945	ECB-GENE-25464842	LOC119734487
1944902530	XP_038063946	ECB-GENE-25464847	LOC119734488
1944902532	XP_038063947	ECB-GENE-25464847	LOC119734488
1944902534	XP_038063948	ECB-GENE-25464854	LOC119734489
1944902536	XP_038063950	ECB-GENE-25464854	LOC119734489
1944902540	XP_038063952	ECB-GENE-25464861	LOC119734492
1944902542	XP_038063953	ECB-GENE-25464861	LOC119734492
1944902546	XP_038063956	ECB-GENE-25464868	LOC119734494
1944902558	XP_038063961	ECB-GENE-25464873	LOC119734501
1944902560	XP_038063962	ECB-GENE-25464878	LOC119734502
1944902562	XP_038063963	ECB-GENE-25464883	LOC119734503
1944902567	XP_038063966	ECB-GENE-25464888	LOC119734505
1944902569	XP_038063967	ECB-GENE-25464888	LOC119734505
1944902571	XP_038063968	ECB-GENE-25464895	LOC119734506
1944902573	XP_038063969	ECB-GENE-25464895	LOC119734506
1944902575	XP_038063970	ECB-GENE-25464895	LOC119734506
1944902579	XP_038063972	ECB-GENE-25464904	LOC119734508
1944902581	XP_038063973	ECB-GENE-25464909	LOC119734509
1944902584	XP_038063974	ECB-GENE-25464914	LOC119734510
1944902599	XP_038063980	ECB-GENE-25464919	LOC119734520
1944902608	XP_038063984	ECB-GENE-25464924	LOC119734522
1944902610	XP_038063985	ECB-GENE-25464924	LOC119734522
1944902619	XP_038063989	ECB-GENE-25464931	LOC119734527
1944902629	XP_038063993	ECB-GENE-25464936	LOC119734530
1944902632	XP_038063995	ECB-GENE-25464936	LOC119734530
1944902701	XP_038064030	ECB-GENE-25464943	LOC119734565
1944902705	XP_038064032	ECB-GENE-25464948	LOC119734567
1944902711	XP_038064035	ECB-GENE-25464953	LOC119734571
1944902721	XP_038064041	ECB-GENE-25464958	LOC119734576
1944902729	XP_038064045	ECB-GENE-25464962	LOC119734581
1944902740	XP_038064051	ECB-GENE-25464966	LOC119734588
1944902763	XP_038064063	ECB-GENE-25464971	LOC119734600
1944902769	XP_038064066	ECB-GENE-25464976	LOC119734604
1944902771	XP_038064068	ECB-GENE-25464981	LOC119734605
1944902773	XP_038064069	ECB-GENE-25464986	LOC119734606
1944902777	XP_038064071	ECB-GENE-25464991	LOC119734608
1944902779	XP_038064072	ECB-GENE-25464996	LOC119734609
1944902781	XP_038064073	ECB-GENE-25464996	LOC119734609
1944902783	XP_038064074	ECB-GENE-25465003	LOC119734610
1944902785	XP_038064075	ECB-GENE-25465008	LOC119734611
1944902787	XP_038064076	ECB-GENE-25465013	LOC119734612
1944902795	XP_038064080	ECB-GENE-25465018	LOC119734616
1944902850	XP_038064109	ECB-GENE-25465023	LOC119734636
1944902852	XP_038064110	ECB-GENE-25465023	LOC119734636
1944902854	XP_038064111	ECB-GENE-25465023	LOC119734636
1944902856	XP_038064112	ECB-GENE-25465023	LOC119734636
1944902860	XP_038064115	ECB-GENE-25465034	LOC119734638
1944902881	XP_038064123	ECB-GENE-25465039	LOC119734671
1944902885	XP_038064125	ECB-GENE-25465043	LOC119734674
1944902887	XP_038064126	ECB-GENE-25465043	LOC119734674
1944902889	XP_038064127	ECB-GENE-25465050	LOC119734675
1944902891	XP_038064129	ECB-GENE-25465050	LOC119734675
1944902893	XP_038064130	ECB-GENE-25465050	LOC119734675
1944902895	XP_038064131	ECB-GENE-25465050	LOC119734675
1944902922	XP_038064145	ECB-GENE-25465061	LOC119734688
1944902957	XP_038064164	ECB-GENE-25465066	LOC119734699
1944902959	XP_038064166	ECB-GENE-25465071	LOC119734700
1944902988	XP_038064178	ECB-GENE-25465075	LOC119734711
1944902996	XP_038064181	ECB-GENE-25465080	LOC119734715
1944903007	XP_038064186	ECB-GENE-25465085	LOC119734719
1944903052	XP_038064208	ECB-GENE-25465090	LOC119734738
1944903066	XP_038064214	ECB-GENE-25465095	LOC119734744
1944903068	XP_038064215	ECB-GENE-25465100	LOC119734745
1944903070	XP_038064216	ECB-GENE-25465100	LOC119734745
1944903072	XP_038064218	ECB-GENE-25465100	LOC119734745
1944903082	XP_038064223	ECB-GENE-25465109	LOC119734750
1944903094	XP_038064229	ECB-GENE-25465114	LOC119734754
1944903096	XP_038064230	ECB-GENE-25465114	LOC119734754
1944903100	XP_038064232	ECB-GENE-25465121	LOC119734756
1944903104	XP_038064234	ECB-GENE-25465126	LOC119734759
1944903106	XP_038064235	ECB-GENE-25465131	LOC119734760
1944903120	XP_038064242	ECB-GENE-25465136	LOC119734763
1944903122	XP_038064243	ECB-GENE-25465140	LOC119734764
1944903124	XP_038064244	ECB-GENE-25465140	LOC119734764
1944903126	XP_038064245	ECB-GENE-25465147	LOC119734765
1944903128	XP_038064246	ECB-GENE-25465152	LOC119734766
1944903130	XP_038064247	ECB-GENE-25465157	LOC119734767
1944903132	XP_038064248	ECB-GENE-25465162	LOC119734768
1944903148	XP_038064255	ECB-GENE-25465167	LOC119734778
1944903158	XP_038064261	ECB-GENE-25465172	LOC119734782
1944903198	XP_038064282	ECB-GENE-25465186	LOC119734796
1944903200	XP_038064284	ECB-GENE-25465186	LOC119734796
1944903208	XP_038064288	ECB-GENE-25465193	LOC119734799
1944903228	XP_038064299	ECB-GENE-25465199	LOC119734804
1944903230	XP_038064300	ECB-GENE-25465204	LOC119734805
1944903234	XP_038064302	ECB-GENE-25465209	LOC119734807
1944903236	XP_038064303	ECB-GENE-25465209	LOC119734807
1944903242	XP_038064307	ECB-GENE-25465216	LOC119734810
1944903244	XP_038064308	ECB-GENE-25465216	LOC119734810
1944903246	XP_038064309	ECB-GENE-25465216	LOC119734810
1944903248	XP_038064310	ECB-GENE-25465225	LOC119734811
1944903250	XP_038064311	ECB-GENE-25465230	LOC119734812
1944903254	XP_038064313	ECB-GENE-25465242	LOC119734815
1944903256	XP_038064314	ECB-GENE-25465247	LOC119734816
1944903258	XP_038064315	ECB-GENE-25465247	LOC119734816
1944903260	XP_038064316	ECB-GENE-25465247	LOC119734816
1944903276	XP_038064326	ECB-GENE-25465256	LOC119734823
1944903278	XP_038064327	ECB-GENE-25465261	LOC119734824
1944903280	XP_038064328	ECB-GENE-25465261	LOC119734824
1944903298	XP_038064338	ECB-GENE-25465275	LOC119734832
1944903300	XP_038064339	ECB-GENE-25465280	LOC119734833
1944903302	XP_038064340	ECB-GENE-25465285	LOC119734834
1944903310	XP_038064344	ECB-GENE-25465289	LOC119734837
1944903312	XP_038064346	ECB-GENE-25465294	LOC119734838
1944903314	XP_038064347	ECB-GENE-25465299	LOC119734839
1944903327	XP_038064353	ECB-GENE-25465311	LOC119734844
1944903335	XP_038064358	ECB-GENE-25465316	LOC119734847
1944903337	XP_038064359	ECB-GENE-25465316	LOC119734847
1944903340	XP_038064360	ECB-GENE-25465324	LOC119734848
1944903348	XP_038064365	ECB-GENE-25465329	LOC119734852
1944903350	XP_038064366	ECB-GENE-25465329	LOC119734852
1944903352	XP_038064367	ECB-GENE-25465336	LOC119734853
1944903354	XP_038064368	ECB-GENE-25465336	LOC119734853
1944903356	XP_038064369	ECB-GENE-25465336	LOC119734853
1944903358	XP_038064370	ECB-GENE-25465336	LOC119734853
1944903360	XP_038064371	ECB-GENE-25465336	LOC119734853
1944903362	XP_038064372	ECB-GENE-25465336	LOC119734853
1944903364	XP_038064373	ECB-GENE-25465336	LOC119734853
1944903366	XP_038064374	ECB-GENE-25465336	LOC119734853
1944903368	XP_038064375	ECB-GENE-25465336	LOC119734853
1944903370	XP_038064376	ECB-GENE-25465336	LOC119734853
1944903372	XP_038064377	ECB-GENE-25465336	LOC119734853
1944903374	XP_038064378	ECB-GENE-25465336	LOC119734853
1944903378	XP_038064381	ECB-GENE-25465368	LOC119734856
1944903392	XP_038064388	ECB-GENE-25465392	LOC119734861
1944903394	XP_038064389	ECB-GENE-25465397	LOC119734862
1944903421	XP_038064404	ECB-GENE-25465402	LOC119734870
1944903425	XP_038064406	ECB-GENE-25465408	LOC119734872
1944903427	XP_038064408	ECB-GENE-25465413	LOC119734873
1944903429	XP_038064409	ECB-GENE-25465417	LOC119734874
1944903431	XP_038064410	ECB-GENE-25465417	LOC119734874
1944903433	XP_038064411	ECB-GENE-25465424	LOC119734875
1944903439	XP_038064414	ECB-GENE-25465429	LOC119734878
1944903441	XP_038064416	ECB-GENE-25465434	LOC119734879
1944903461	XP_038064428	ECB-GENE-25465439	LOC119734882
1944903465	XP_038064430	ECB-GENE-25465444	LOC119734884
1944903489	XP_038064444	ECB-GENE-25465449	LOC119734892
1944903491	XP_038064445	ECB-GENE-25465449	LOC119734892
1944903505	XP_038064452	ECB-GENE-25465456	LOC119734898
1944903507	XP_038064453	ECB-GENE-25465456	LOC119734898
1944903509	XP_038064454	ECB-GENE-25465456	LOC119734898
1944903511	XP_038064455	ECB-GENE-25465465	LOC119734899
1944903513	XP_038064456	ECB-GENE-25465465	LOC119734899
1944903523	XP_038064461	ECB-GENE-25465472	LOC119734903
1944903569	XP_038064484	ECB-GENE-25465477	LOC119734920
1944903571	XP_038064485	ECB-GENE-25465482	LOC119734921
1944903583	XP_038064492	ECB-GENE-25465492	LOC119734925
1944903585	XP_038064493	ECB-GENE-25465492	LOC119734925
1944903587	XP_038064494	ECB-GENE-25465492	LOC119734925
1944903605	XP_038064504	ECB-GENE-25465508	LOC119734935
1944903625	XP_038064515	ECB-GENE-25465513	LOC119734945
1944903675	XP_038064544	ECB-GENE-25465518	LOC119734958
1944903683	XP_038064548	ECB-GENE-25465523	LOC119734962
1944903685	XP_038064550	ECB-GENE-25465528	LOC119734963
1944903687	XP_038064551	ECB-GENE-25465528	LOC119734963
1944903689	XP_038064552	ECB-GENE-25465535	LOC119734964
1944903691	XP_038064553	ECB-GENE-25465540	LOC119734965
1944903693	XP_038064554	ECB-GENE-25465540	LOC119734965
1944903707	XP_038064562	ECB-GENE-25465552	LOC119734972
1944903717	XP_038064567	ECB-GENE-25465557	LOC119734975
1944903770	XP_038064594	ECB-GENE-25465562	LOC119734997
1944903772	XP_038064595	ECB-GENE-25465562	LOC119734997
1944903800	XP_038064611	ECB-GENE-25465569	LOC119735007
1944903802	XP_038064612	ECB-GENE-25465569	LOC119735007
1944903856	XP_038064641	ECB-GENE-25465576	LOC119735028
1944903858	XP_038064642	ECB-GENE-25465576	LOC119735028
1944903868	XP_038064648	ECB-GENE-25465583	LOC119735031
1944903870	XP_038064649	ECB-GENE-25465588	LOC119735032
1944903872	XP_038064650	ECB-GENE-25465593	LOC119735033
1944903934	XP_038064686	ECB-GENE-25465598	LOC119735066
1944903962	XP_038064702	ECB-GENE-25465602	LOC119735081
1944903972	XP_038064708	ECB-GENE-25465612	LOC119735087
1944903974	XP_038064709	ECB-GENE-25465612	LOC119735087
1944903976	XP_038064710	ECB-GENE-25465619	LOC119735088
1944903978	XP_038064711	ECB-GENE-25465619	LOC119735088
1944903980	XP_038064712	ECB-GENE-25465619	LOC119735088
1944904028	XP_038064736	ECB-GENE-25465642	LOC119735109
1944904266	XP_038064864	ECB-GENE-25465680	LOC119735231
1944904304	XP_038064885	ECB-GENE-25465685	LOC119735252
1944904329	XP_038064897	ECB-GENE-25465690	LOC119735268
1944904331	XP_038064898	ECB-GENE-25465694	LOC119735269
1944904492	XP_038064987	ECB-GENE-25465718	LOC119735359
1944904494	XP_038064988	ECB-GENE-25465718	LOC119735359
1944904502	XP_038064991	ECB-GENE-25465725	LOC119735363
1944904536	XP_038065008	ECB-GENE-25465736	LOC119735384
1944904574	XP_038065028	ECB-GENE-25465741	LOC119735400
1944904578	XP_038065030	ECB-GENE-25465746	LOC119735402
1944904599	XP_038065039	ECB-GENE-25465760	LOC119735414
1944904601	XP_038065040	ECB-GENE-25465760	LOC119735414
1944904615	XP_038065048	ECB-GENE-25465769	LOC119735419
1944904617	XP_038065049	ECB-GENE-25465769	LOC119735419
1944904631	XP_038065055	ECB-GENE-25465776	LOC119735427
1944904633	XP_038065056	ECB-GENE-25465776	LOC119735427
1944904635	XP_038065057	ECB-GENE-25465776	LOC119735427
1944904637	XP_038065058	ECB-GENE-25465776	LOC119735427
1944904650	XP_038065064	ECB-GENE-25465792	LOC119735437
1944904652	XP_038065065	ECB-GENE-25465792	LOC119735437
1944904654	XP_038065066	ECB-GENE-25465792	LOC119735437
1944904726	XP_038065101	ECB-GENE-25465812	LOC119735472
1944904728	XP_038065102	ECB-GENE-25465812	LOC119735472
1944904740	XP_038065108	ECB-GENE-25465819	LOC119735477
1944904742	XP_038065109	ECB-GENE-25465819	LOC119735477
1944904744	XP_038065110	ECB-GENE-25465819	LOC119735477
1944904746	XP_038065111	ECB-GENE-25465819	LOC119735477
1944904769	XP_038065122	ECB-GENE-25465839	LOC119735490
1944904771	XP_038065123	ECB-GENE-25465839	LOC119735490
1944904773	XP_038065124	ECB-GENE-25465846	LOC119735491
1944904784	XP_038065130	ECB-GENE-25465851	LOC119735495
1944904786	XP_038065131	ECB-GENE-25465856	LOC119735496
1944904788	XP_038065132	ECB-GENE-25465856	LOC119735496
1944904817	XP_038065147	ECB-GENE-25465863	LOC119735508
1944904819	XP_038065148	ECB-GENE-25465863	LOC119735508
1944904872	XP_038065177	ECB-GENE-25465884	LOC119735520
1944904943	XP_038065212	ECB-GENE-25465894	LOC119735549
1944904951	XP_038065215	ECB-GENE-25465906	LOC119735553
1944904964	XP_038065221	ECB-GENE-25465911	LOC119735556
1944904967	XP_038065222	ECB-GENE-25465911	LOC119735556
1944905008	XP_038065239	ECB-GENE-25465925	LOC119735562
1944905010	XP_038065241	ECB-GENE-25465925	LOC119735562
1944905013	XP_038065242	ECB-GENE-25465925	LOC119735562
1944905045	XP_038065256	ECB-GENE-25465934	LOC119735571
1944905047	XP_038065257	ECB-GENE-25465934	LOC119735571
1944905049	XP_038065258	ECB-GENE-25465934	LOC119735571
1944905051	XP_038065259	ECB-GENE-25465934	LOC119735571
1944905053	XP_038065260	ECB-GENE-25465934	LOC119735571
1944905055	XP_038065261	ECB-GENE-25465952	LOC119735573
1944905057	XP_038065263	ECB-GENE-25465957	LOC119735574
1944905093	XP_038065281	ECB-GENE-25465962	LOC119735591
1944905100	XP_038065284	ECB-GENE-25465966	LOC119735595
1944905102	XP_038065285	ECB-GENE-25465966	LOC119735595
1944905104	XP_038065286	ECB-GENE-25465966	LOC119735595
1944905112	XP_038065290	ECB-GENE-25465975	LOC119735598
1944905114	XP_038065292	ECB-GENE-25465980	LOC119735599
1944905116	XP_038065293	ECB-GENE-25465985	LOC119735600
1944905118	XP_038065294	ECB-GENE-25465985	LOC119735600
1944905136	XP_038065304	ECB-GENE-25465992	LOC119735609
1944905138	XP_038065305	ECB-GENE-25465992	LOC119735609
1944905140	XP_038065306	ECB-GENE-25465992	LOC119735609
1944905142	XP_038065307	ECB-GENE-25466001	LOC119735610
1944905144	XP_038065308	ECB-GENE-25466001	LOC119735610
1944905146	XP_038065309	ECB-GENE-25466008	LOC119735611
1944905148	XP_038065310	ECB-GENE-25466013	LOC119735612
1944905186	XP_038065331	ECB-GENE-25466018	LOC119735620
1944905188	XP_038065332	ECB-GENE-25466018	LOC119735620
1944905193	XP_038065334	ECB-GENE-25466025	LOC119735623
1944905201	XP_038065339	ECB-GENE-25466030	LOC119735626
1944905225	XP_038065351	ECB-GENE-25466035	LOC119735636
1944905227	XP_038065352	ECB-GENE-25466035	LOC119735636
1944905229	XP_038065353	ECB-GENE-25466035	LOC119735636
1944905231	XP_038065354	ECB-GENE-25466035	LOC119735636
1944905233	XP_038065355	ECB-GENE-25466035	LOC119735636
1944905235	XP_038065356	ECB-GENE-25466048	LOC119735638
1944905237	XP_038065357	ECB-GENE-25466048	LOC119735638
1944905259	XP_038065370	ECB-GENE-25466055	LOC119735649
1944905267	XP_038065374	ECB-GENE-25466060	LOC119735652
1944905288	XP_038065385	ECB-GENE-25466065	LOC119735660
1944905290	XP_038065386	ECB-GENE-25466070	LOC119735661
1944905292	XP_038065387	ECB-GENE-25466075	LOC119735662
1944905294	XP_038065388	ECB-GENE-25466075	LOC119735662
1944905296	XP_038065389	ECB-GENE-25466075	LOC119735662
1944905298	XP_038065390	ECB-GENE-25466075	LOC119735662
1944905300	XP_038065391	ECB-GENE-25466075	LOC119735662
1944905302	XP_038065392	ECB-GENE-25466075	LOC119735662
1944905304	XP_038065393	ECB-GENE-25466075	LOC119735662
