#protein_ID	protein_accession	Gene_ID	Gene_symbol
1944857213	XP_038051138	ECB-GENE-25450757	LOC119724244
1944857217	XP_038051139	ECB-GENE-25450757	LOC119724244
1944857221	XP_038051140	ECB-GENE-25450757	LOC119724244
1944857263	XP_038051144	ECB-GENE-25450766	LOC119724253
1944857266	XP_038051145	ECB-GENE-25450771	LOC119724254
1944857269	XP_038051146	ECB-GENE-25450771	LOC119724254
1944857281	XP_038051147	ECB-GENE-25450778	LOC119724255
1944857284	XP_038051148	ECB-GENE-25450778	LOC119724255
1944857287	XP_038051150	ECB-GENE-25450778	LOC119724255
1944857290	XP_038051151	ECB-GENE-25450778	LOC119724255
1944857292	XP_038051152	ECB-GENE-25450778	LOC119724255
1944857303	XP_038051153	ECB-GENE-25450778	LOC119724255
1944857307	XP_038051154	ECB-GENE-25450778	LOC119724255
1944857311	XP_038051155	ECB-GENE-25450778	LOC119724255
1944857328	XP_038051159	ECB-GENE-25450802	LOC119724261
1944857330	XP_038051160	ECB-GENE-25450807	LOC119724262
1944857332	XP_038051162	ECB-GENE-25450807	LOC119724262
1944857334	XP_038051163	ECB-GENE-25450807	LOC119724262
1944857362	XP_038051164	ECB-GENE-25450807	LOC119724262
1944857389	XP_038051172	ECB-GENE-25450818	LOC119724270
1944857392	XP_038051173	ECB-GENE-25450818	LOC119724270
1944857409	XP_038051176	ECB-GENE-25450825	LOC119724272
1944857423	XP_038051177	ECB-GENE-25450825	LOC119724272
1944857430	XP_038051178	ECB-GENE-25450825	LOC119724272
1944857434	XP_038051179	ECB-GENE-25450835	LOC119724273
1944857629	XP_038051203	ECB-GENE-25450850	LOC119724292
1944857651	XP_038051205	ECB-GENE-25450855	LOC119724294
1944857661	XP_038051206	ECB-GENE-25450855	LOC119724294
1944857678	XP_038051207	ECB-GENE-25450855	LOC119724294
1944857682	XP_038051208	ECB-GENE-25450855	LOC119724294
1944857689	XP_038051209	ECB-GENE-25450855	LOC119724294
1944857697	XP_038051210	ECB-GENE-25450855	LOC119724294
1944857706	XP_038051213	ECB-GENE-25450877	LOC119724297
1944857714	XP_038051214	ECB-GENE-25450882	LOC119724298
1944857728	XP_038051215	ECB-GENE-25450887	LOC119724299
1944857736	XP_038051216	ECB-GENE-25450892	LOC119724300
1944857748	XP_038051217	ECB-GENE-25450897	LOC119724301
1944857758	XP_038051219	ECB-GENE-25450902	LOC119724302
1944857776	XP_038051222	ECB-GENE-25450907	LOC119724305
1944857827	XP_038051236	ECB-GENE-25450921	LOC119724315
1944857842	XP_038051243	ECB-GENE-25450926	LOC119724320
1944857870	XP_038051250	ECB-GENE-25450931	LOC119724328
1944857872	XP_038051251	ECB-GENE-25450931	LOC119724328
1944857874	XP_038051252	ECB-GENE-25450931	LOC119724328
1944857876	XP_038051253	ECB-GENE-25450931	LOC119724328
1944857880	XP_038051255	ECB-GENE-25450947	LOC119724331
1944857882	XP_038051256	ECB-GENE-25450947	LOC119724331
1944857890	XP_038051258	ECB-GENE-25450954	LOC119724332
1944857898	XP_038051259	ECB-GENE-25450954	LOC119724332
1944857905	XP_038051260	ECB-GENE-25450954	LOC119724332
1944857909	XP_038051261	ECB-GENE-25450954	LOC119724332
1944857913	XP_038051262	ECB-GENE-25450954	LOC119724332
1944857920	XP_038051263	ECB-GENE-25450954	LOC119724332
1944857922	XP_038051264	ECB-GENE-25450954	LOC119724332
1944857934	XP_038051265	ECB-GENE-25450954	LOC119724332
1944857952	XP_038051267	ECB-GENE-25450978	LOC119724335
1944857970	XP_038051268	ECB-GENE-25450983	LOC119724336
1944857991	XP_038051269	ECB-GENE-25450983	LOC119724336
1944857995	XP_038051271	ECB-GENE-25450990	LOC119724337
1944858003	XP_038051275	ECB-GENE-25450995	LOC119724340
1944858005	XP_038051276	ECB-GENE-25450995	LOC119724340
1944858007	XP_038051277	ECB-GENE-25450995	LOC119724340
1944858009	XP_038051278	ECB-GENE-25450995	LOC119724340
1944858029	XP_038051279	ECB-GENE-25451006	LOC119724343
1944858032	XP_038051280	ECB-GENE-25451006	LOC119724343
1944858063	XP_038051288	ECB-GENE-25451013	LOC119724348
1944858066	XP_038051289	ECB-GENE-25451013	LOC119724348
1944858069	XP_038051291	ECB-GENE-25451020	LOC119724349
1944858072	XP_038051292	ECB-GENE-25451020	LOC119724349
1944858075	XP_038051293	ECB-GENE-25451027	LOC119724350
1944858078	XP_038051294	ECB-GENE-25451027	LOC119724350
1944858084	XP_038051296	ECB-GENE-25451034	LOC119724352
1944858088	XP_038051297	ECB-GENE-25451039	LOC119724353
1944858092	XP_038051298	ECB-GENE-25451039	LOC119724353
1944858137	XP_038051313	ECB-GENE-25451046	LOC119724367
1944858139	XP_038051314	ECB-GENE-25451046	LOC119724367
1944858141	XP_038051315	ECB-GENE-25451046	LOC119724367
1944858143	XP_038051316	ECB-GENE-25451055	LOC119724368
1944858145	XP_038051317	ECB-GENE-25451055	LOC119724368
1944858147	XP_038051319	ECB-GENE-25451062	LOC119724369
1944858152	XP_038051321	ECB-GENE-25451067	LOC119724371
1944858154	XP_038051322	ECB-GENE-25451072	LOC119724372
1944858156	XP_038051323	ECB-GENE-25451072	LOC119724372
1944858158	XP_038051324	ECB-GENE-25451079	LOC119724374
1944858162	XP_038051326	ECB-GENE-25451084	LOC119724377
1944858166	XP_038051327	ECB-GENE-25451089	LOC119724379
1944858168	XP_038051328	ECB-GENE-25451094	LOC119724380
1944858171	XP_038051330	ECB-GENE-25451094	LOC119724380
1944858173	XP_038051331	ECB-GENE-25451101	LOC119724381
1944858194	XP_038051342	ECB-GENE-25451106	LOC119724386
1944858196	XP_038051343	ECB-GENE-25451111	LOC119724387
1944858198	XP_038051344	ECB-GENE-25451111	LOC119724387
1944858200	XP_038051345	ECB-GENE-25451111	LOC119724387
1944858202	XP_038051346	ECB-GENE-25451111	LOC119724387
1944858204	XP_038051347	ECB-GENE-25451122	LOC119724389
1944858206	XP_038051348	ECB-GENE-25451127	LOC119724390
1944858208	XP_038051349	ECB-GENE-25451132	LOC119724391
1944858210	XP_038051351	ECB-GENE-25451137	LOC119724392
1944858212	XP_038051352	ECB-GENE-25451142	LOC119724393
1944858215	XP_038051353	ECB-GENE-25451147	LOC119724394
1944858217	XP_038051354	ECB-GENE-25451152	LOC119724395
1944858223	XP_038051357	ECB-GENE-25451157	LOC119724398
1944858226	XP_038051359	ECB-GENE-25451162	LOC119724399
1944858229	XP_038051360	ECB-GENE-25451162	LOC119724399
1944858233	XP_038051361	ECB-GENE-25451162	LOC119724399
1944858235	XP_038051362	ECB-GENE-25451162	LOC119724399
1944858237	XP_038051363	ECB-GENE-25451162	LOC119724399
1944858240	XP_038051365	ECB-GENE-25451162	LOC119724399
1944858254	XP_038051372	ECB-GENE-25451177	LOC119724403
1944858256	XP_038051373	ECB-GENE-25451182	LOC119724404
1944858258	XP_038051374	ECB-GENE-25451182	LOC119724404
1944858260	XP_038051375	ECB-GENE-25451189	LOC119724405
1944858262	XP_038051376	ECB-GENE-25451194	LOC119724406
1944858264	XP_038051377	ECB-GENE-25451194	LOC119724406
1944858268	XP_038051379	ECB-GENE-25451201	LOC119724409
1944858270	XP_038051380	ECB-GENE-25451201	LOC119724409
1944858282	XP_038051386	ECB-GENE-25451213	LOC119724414
1944858284	XP_038051387	ECB-GENE-25451213	LOC119724414
1944858286	XP_038051388	ECB-GENE-25451213	LOC119724414
1944858294	XP_038051392	ECB-GENE-25451222	LOC119724417
1944858296	XP_038051393	ECB-GENE-25451222	LOC119724417
1944858298	XP_038051394	ECB-GENE-25451229	LOC119724418
1944858300	XP_038051395	ECB-GENE-25451234	LOC119724419
1944858302	XP_038051396	ECB-GENE-25451234	LOC119724419
1944858317	XP_038051404	ECB-GENE-25451250	LOC119724425
1944858325	XP_038051408	ECB-GENE-25451255	LOC119724427
1944858330	XP_038051411	ECB-GENE-25451260	LOC119724429
1944858332	XP_038051412	ECB-GENE-25451265	LOC119724430
1944858334	XP_038051413	ECB-GENE-25451270	LOC119724431
1944858336	XP_038051414	ECB-GENE-25451270	LOC119724431
1944858350	XP_038051420	ECB-GENE-25451277	LOC119724433
1944858356	XP_038051421	ECB-GENE-25451277	LOC119724433
1944858361	XP_038051422	ECB-GENE-25451277	LOC119724433
1944858365	XP_038051424	ECB-GENE-25451286	LOC119724435
1944858368	XP_038051425	ECB-GENE-25451291	LOC119724436
1944858444	XP_038051459	ECB-GENE-25451296	LOC119724472
1944858446	XP_038051460	ECB-GENE-25451301	LOC119724473
1944858448	XP_038051461	ECB-GENE-25451301	LOC119724473
1944858450	XP_038051462	ECB-GENE-25451301	LOC119724473
1944858452	XP_038051463	ECB-GENE-25451310	LOC119724474
1944858454	XP_038051464	ECB-GENE-25451315	LOC119724475
1944858456	XP_038051465	ECB-GENE-25451320	LOC119724476
1944858462	XP_038051468	ECB-GENE-25451325	LOC119724478
1944858466	XP_038051469	ECB-GENE-25451325	LOC119724478
1944858479	XP_038051470	ECB-GENE-25451325	LOC119724478
1944858499	XP_038051471	ECB-GENE-25451325	LOC119724478
1944858511	XP_038051472	ECB-GENE-25451325	LOC119724478
1944858515	XP_038051473	ECB-GENE-25451325	LOC119724478
1944858518	XP_038051474	ECB-GENE-25451325	LOC119724478
1944858521	XP_038051475	ECB-GENE-25451325	LOC119724478
1944858523	XP_038051476	ECB-GENE-25451325	LOC119724478
1944858525	XP_038051477	ECB-GENE-25451346	LOC119724480
1944858528	XP_038051478	ECB-GENE-25451346	LOC119724480
1944858534	XP_038051482	ECB-GENE-25451353	LOC119724483
1944858536	XP_038051483	ECB-GENE-25451358	LOC119724484
1944858538	XP_038051484	ECB-GENE-25451358	LOC119724484
1944858540	XP_038051485	ECB-GENE-25451358	LOC119724484
1944858542	XP_038051486	ECB-GENE-25451358	LOC119724484
1944858545	XP_038051487	ECB-GENE-25451358	LOC119724484
1944858548	XP_038051488	ECB-GENE-25451358	LOC119724484
1944858552	XP_038051489	ECB-GENE-25451358	LOC119724484
1944858562	XP_038051490	ECB-GENE-25451358	LOC119724484
1944858564	XP_038051491	ECB-GENE-25451358	LOC119724484
1944858571	XP_038051494	ECB-GENE-25451384	LOC119724488
1944858578	XP_038051495	ECB-GENE-25451384	LOC119724488
1944858588	XP_038051500	ECB-GENE-25451392	LOC119724493
1944858592	XP_038051501	ECB-GENE-25451392	LOC119724493
1944858596	XP_038051502	ECB-GENE-25451399	LOC119724495
1944858600	XP_038051503	ECB-GENE-25451399	LOC119724495
1944858604	XP_038051504	ECB-GENE-25451399	LOC119724495
1944858608	XP_038051505	ECB-GENE-25451399	LOC119724495
1944858610	XP_038051507	ECB-GENE-25451410	LOC119724496
1944858612	XP_038051508	ECB-GENE-25451410	LOC119724496
1944858614	XP_038051509	ECB-GENE-25451417	LOC119724497
1944858617	XP_038051510	ECB-GENE-25451417	LOC119724497
1944858619	XP_038051511	ECB-GENE-25451417	LOC119724497
1944858623	XP_038051512	ECB-GENE-25451426	LOC119724498
1944858625	XP_038051513	ECB-GENE-25451431	LOC119724499
1944858642	XP_038051521	ECB-GENE-25451436	LOC119724507
1944858648	XP_038051524	ECB-GENE-25451441	LOC119724512
1944858656	XP_038051528	ECB-GENE-25451446	LOC119724515
1944858658	XP_038051529	ECB-GENE-25451446	LOC119724515
1944858662	XP_038051531	ECB-GENE-25451453	LOC119724517
1944858664	XP_038051532	ECB-GENE-25451453	LOC119724517
1944858667	XP_038051533	ECB-GENE-25451453	LOC119724517
1944858670	XP_038051534	ECB-GENE-25451453	LOC119724517
1944858673	XP_038051535	ECB-GENE-25451464	LOC119724519
1944858682	XP_038051539	ECB-GENE-25451469	LOC119724521
1944858685	XP_038051540	ECB-GENE-25451469	LOC119724521
1944858693	XP_038051543	ECB-GENE-25451476	LOC119724524
1944858696	XP_038051544	ECB-GENE-25451476	LOC119724524
1944858710	XP_038051545	ECB-GENE-25451483	LOC119724526
1944858848	XP_038051572	ECB-GENE-25451488	LOC119724545
1944858850	XP_038051573	ECB-GENE-25451493	LOC119724546
1944858852	XP_038051575	ECB-GENE-25451498	LOC119724547
1944858854	XP_038051576	ECB-GENE-25451498	LOC119724547
1944858856	XP_038051577	ECB-GENE-25451498	LOC119724547
1944858862	XP_038051579	ECB-GENE-25451507	LOC119724549
1944858875	XP_038051586	ECB-GENE-25451512	LOC119724556
1944858877	XP_038051587	ECB-GENE-25451517	LOC119724557
1944858879	XP_038051588	ECB-GENE-25451517	LOC119724557
1944858886	XP_038051591	ECB-GENE-25451524	LOC119724560
1944858890	XP_038051592	ECB-GENE-25451529	LOC119724561
1944858894	XP_038051594	ECB-GENE-25451533	LOC119724565
1944858896	XP_038051595	ECB-GENE-25451538	LOC119724566
1944858899	XP_038051598	ECB-GENE-25451543	LOC119724567
1944858902	XP_038051599	ECB-GENE-25451543	LOC119724567
1944858904	XP_038051600	ECB-GENE-25451543	LOC119724567
1944858907	XP_038051601	ECB-GENE-25451543	LOC119724567
1944858909	XP_038051602	ECB-GENE-25451554	LOC119724568
1944858911	XP_038051603	ECB-GENE-25451559	LOC119724569
1944858916	XP_038051604	ECB-GENE-25451564	LOC119724571
1944858918	XP_038051605	ECB-GENE-25451569	LOC119724573
1944858936	XP_038051614	ECB-GENE-25451574	LOC119724578
1944858938	XP_038051615	ECB-GENE-25451574	LOC119724578
1944858940	XP_038051616	ECB-GENE-25451581	LOC119724579
1944858942	XP_038051617	ECB-GENE-25451586	LOC119724581
1944858950	XP_038051621	ECB-GENE-25451591	LOC119724584
1944858983	XP_038051637	ECB-GENE-25451596	LOC119724597
1944858985	XP_038051638	ECB-GENE-25451596	LOC119724597
1944858988	XP_038051639	ECB-GENE-25451603	LOC119724598
1944858990	XP_038051640	ECB-GENE-25451608	LOC119724600
1944858992	XP_038051641	ECB-GENE-25451613	LOC119724601
1944858996	XP_038051644	ECB-GENE-25451618	LOC119724603
1944858998	XP_038051645	ECB-GENE-25451618	LOC119724603
1944859010	XP_038051649	ECB-GENE-25451625	LOC119724605
1944859077	XP_038051675	ECB-GENE-25451629	LOC119724618
1944859093	XP_038051676	ECB-GENE-25451629	LOC119724618
1944859120	XP_038051680	ECB-GENE-25451636	LOC119724623
1944859123	XP_038051681	ECB-GENE-25451641	LOC119724624
1944859133	XP_038051684	ECB-GENE-25451646	LOC119724627
1944859136	XP_038051685	ECB-GENE-25451646	LOC119724627
1944859139	XP_038051686	ECB-GENE-25451653	LOC119724628
1944859142	XP_038051687	ECB-GENE-25451658	LOC119724629
1944859145	XP_038051688	ECB-GENE-25451663	LOC119724630
1944859148	XP_038051689	ECB-GENE-25451663	LOC119724630
1944859155	XP_038051690	ECB-GENE-25451671	LOC119724632
1944859159	XP_038051691	ECB-GENE-25451671	LOC119724632
1944859162	XP_038051692	ECB-GENE-25451678	LOC119724633
1944859177	XP_038051694	ECB-GENE-25451683	LOC119724634
1944859188	XP_038051695	ECB-GENE-25451688	LOC119724635
1944859199	XP_038051696	ECB-GENE-25451688	LOC119724635
1944859211	XP_038051697	ECB-GENE-25451688	LOC119724635
1944859221	XP_038051698	ECB-GENE-25451688	LOC119724635
1944859236	XP_038051699	ECB-GENE-25451688	LOC119724635
1944859238	XP_038051700	ECB-GENE-25451701	LOC119724636
1944859241	XP_038051701	ECB-GENE-25451701	LOC119724636
1944859244	XP_038051703	ECB-GENE-25451707	LOC119724637
1944859253	XP_038051705	ECB-GENE-25451713	LOC119724639
1944859258	XP_038051706	ECB-GENE-25451718	LOC119724640
1944859261	XP_038051707	ECB-GENE-25451723	LOC119724641
1944859264	XP_038051708	ECB-GENE-25451723	LOC119724641
1944859267	XP_038051709	ECB-GENE-25451730	LOC119724642
1944859270	XP_038051710	ECB-GENE-25451730	LOC119724642
1944859320	XP_038051723	ECB-GENE-25451737	LOC119724648
1944859336	XP_038051728	ECB-GENE-25451742	LOC119724652
1944859340	XP_038051729	ECB-GENE-25451747	LOC119724653
1944859342	XP_038051731	ECB-GENE-25451752	LOC119724654
1944859367	XP_038051740	ECB-GENE-25451757	LOC119724659
1944859369	XP_038051741	ECB-GENE-25451762	LOC119724660
1944859371	XP_038051742	ECB-GENE-25451766	LOC119724661
1944859373	XP_038051743	ECB-GENE-25451766	LOC119724661
1944859387	XP_038051749	ECB-GENE-25451773	LOC119724665
1944859400	XP_038051753	ECB-GENE-25451778	LOC119724669
1944859402	XP_038051755	ECB-GENE-25451778	LOC119724669
1944859406	XP_038051756	ECB-GENE-25451785	LOC119724670
1944859408	XP_038051757	ECB-GENE-25451790	LOC119724671
1944859418	XP_038051760	ECB-GENE-25451796	LOC119724675
1944859420	XP_038051761	ECB-GENE-25451796	LOC119724675
1944859422	XP_038051762	ECB-GENE-25451796	LOC119724675
1944859450	XP_038051775	ECB-GENE-25451812	LOC119724684
1944859452	XP_038051776	ECB-GENE-25451812	LOC119724684
1944859493	XP_038051795	ECB-GENE-25451819	LOC119724694
1944859497	XP_038051796	ECB-GENE-25451824	LOC119724695
1944859509	XP_038051802	ECB-GENE-25451836	LOC119724701
1944859511	XP_038051803	ECB-GENE-25451841	LOC119724702
1944859515	XP_038051804	ECB-GENE-25451841	LOC119724702
1944859517	XP_038051805	ECB-GENE-25451841	LOC119724702
1944859519	XP_038051807	ECB-GENE-25451850	LOC119724703
1944859521	XP_038051808	ECB-GENE-25451850	LOC119724703
1944859547	XP_038051817	ECB-GENE-25451857	LOC119724711
1944859549	XP_038051818	ECB-GENE-25451857	LOC119724711
1944859557	XP_038051819	ECB-GENE-25451857	LOC119724711
1944859559	XP_038051820	ECB-GENE-25451866	LOC119724712
1944859569	XP_038051824	ECB-GENE-25451876	LOC119724716
1944859573	XP_038051827	ECB-GENE-25451881	LOC119724718
1944859575	XP_038051828	ECB-GENE-25451881	LOC119724718
1944859577	XP_038051829	ECB-GENE-25451888	LOC119724719
1944859579	XP_038051830	ECB-GENE-25451893	LOC119724720
1944859582	XP_038051831	ECB-GENE-25451893	LOC119724720
1944859586	XP_038051833	ECB-GENE-25451900	LOC119724722
1944859588	XP_038051834	ECB-GENE-25451900	LOC119724722
1944859590	XP_038051835	ECB-GENE-25451912	LOC119724724
1944859592	XP_038051836	ECB-GENE-25451912	LOC119724724
1944859640	XP_038051862	ECB-GENE-25451928	LOC119724742
1944859642	XP_038051863	ECB-GENE-25451933	LOC119724743
1944859644	XP_038051864	ECB-GENE-25451933	LOC119724743
1944859646	XP_038051865	ECB-GENE-25451933	LOC119724743
1944859648	XP_038051866	ECB-GENE-25451933	LOC119724743
1944859650	XP_038051867	ECB-GENE-25451944	LOC119724744
1944859652	XP_038051869	ECB-GENE-25451949	LOC119724745
1944859664	XP_038051874	ECB-GENE-25451954	LOC119724749
1944859666	XP_038051875	ECB-GENE-25451954	LOC119724749
1944859668	XP_038051876	ECB-GENE-25451954	LOC119724749
1944859670	XP_038051877	ECB-GENE-25451954	LOC119724749
1944859672	XP_038051878	ECB-GENE-25451954	LOC119724749
1944859686	XP_038051885	ECB-GENE-25451976	LOC119724753
1944859688	XP_038051886	ECB-GENE-25451976	LOC119724753
1944859692	XP_038051888	ECB-GENE-25451983	LOC119724755
1944859696	XP_038051889	ECB-GENE-25451983	LOC119724755
1944859698	XP_038051890	ECB-GENE-25451983	LOC119724755
1944859700	XP_038051892	ECB-GENE-25451992	LOC119724756
1944859706	XP_038051895	ECB-GENE-25451997	LOC119724759
1944859713	XP_038051897	ECB-GENE-25452002	LOC119724762
1944859731	XP_038051906	ECB-GENE-25452012	LOC119724769
1944859735	XP_038051908	ECB-GENE-25452017	LOC119724771
1944859737	XP_038051909	ECB-GENE-25452017	LOC119724771
1944859743	XP_038051911	ECB-GENE-25452029	LOC119724774
1944859752	XP_038051915	ECB-GENE-25452035	LOC119724776
1944859756	XP_038051917	ECB-GENE-25452040	LOC119724778
1944859769	XP_038051923	ECB-GENE-25452050	LOC119724784
1944859771	XP_038051924	ECB-GENE-25452050	LOC119724784
1944859773	XP_038051926	ECB-GENE-25452057	LOC119724785
1944859779	XP_038051929	ECB-GENE-25452062	LOC119724788
1944859784	XP_038051931	ECB-GENE-25452067	LOC119724790
1944859786	XP_038051932	ECB-GENE-25452072	LOC119724791
1944859790	XP_038051934	ECB-GENE-25452077	LOC119724794
1944859838	XP_038051958	ECB-GENE-25452087	LOC119724808
1944859846	XP_038051963	ECB-GENE-25452092	LOC119724810
1944859848	XP_038051964	ECB-GENE-25452092	LOC119724810
1944859850	XP_038051965	ECB-GENE-25452092	LOC119724810
1944859854	XP_038051966	ECB-GENE-25452092	LOC119724810
1944859856	XP_038051967	ECB-GENE-25452092	LOC119724810
1944859858	XP_038051968	ECB-GENE-25452092	LOC119724810
1944859860	XP_038051969	ECB-GENE-25452092	LOC119724810
1944859862	XP_038051970	ECB-GENE-25452092	LOC119724810
1944859868	XP_038051974	ECB-GENE-25452111	LOC119724814
1944859871	XP_038051975	ECB-GENE-25452116	LOC119724815
1944859873	XP_038051976	ECB-GENE-25452121	LOC119724816
1944859875	XP_038051977	ECB-GENE-25452126	LOC119724817
1944859877	XP_038051978	ECB-GENE-25452126	LOC119724817
1944859888	XP_038051984	ECB-GENE-25452140	LOC119724821
1944859891	XP_038051985	ECB-GENE-25452140	LOC119724821
1944859893	XP_038051986	ECB-GENE-25452140	LOC119724821
1944859895	XP_038051987	ECB-GENE-25452140	LOC119724821
1944859903	XP_038051991	ECB-GENE-25452151	LOC119724823
1944859912	XP_038051996	ECB-GENE-25452156	LOC119724825
1944859914	XP_038051997	ECB-GENE-25452156	LOC119724825
1944859916	XP_038051998	ECB-GENE-25452156	LOC119724825
1944859918	XP_038051999	ECB-GENE-25452165	LOC119724826
1944859947	XP_038052010	ECB-GENE-25452177	LOC119724832
1944859951	XP_038052011	ECB-GENE-25452182	LOC119724833
1944859968	XP_038052017	ECB-GENE-25452187	LOC119724836
1944859972	XP_038052018	ECB-GENE-25452187	LOC119724836
1944859976	XP_038052019	ECB-GENE-25452187	LOC119724836
1944859978	XP_038052020	ECB-GENE-25452187	LOC119724836
1944859981	XP_038052021	ECB-GENE-25452187	LOC119724836
1944859984	XP_038052022	ECB-GENE-25452187	LOC119724836
1944859987	XP_038052023	ECB-GENE-25452187	LOC119724836
1944859990	XP_038052024	ECB-GENE-25452187	LOC119724836
1944860007	XP_038052031	ECB-GENE-25452206	LOC119724842
1944860010	XP_038052032	ECB-GENE-25452206	LOC119724842
1944860014	XP_038052033	ECB-GENE-25452206	LOC119724842
1944860017	XP_038052034	ECB-GENE-25452206	LOC119724842
1944860048	XP_038052047	ECB-GENE-25452217	LOC119724848
1944860053	XP_038052049	ECB-GENE-25452222	LOC119724850
1944860055	XP_038052050	ECB-GENE-25452222	LOC119724850
1944860057	XP_038052051	ECB-GENE-25452229	LOC119724852
1944860059	XP_038052052	ECB-GENE-25452234	LOC119724853
1944860061	XP_038052054	ECB-GENE-25452234	LOC119724853
1944860088	XP_038052067	ECB-GENE-25452241	LOC119724861
1944860090	XP_038052068	ECB-GENE-25452246	LOC119724862
1944860092	XP_038052069	ECB-GENE-25452246	LOC119724862
1944860094	XP_038052071	ECB-GENE-25452246	LOC119724862
1944860096	XP_038052072	ECB-GENE-25452255	LOC119724863
1944860101	XP_038052074	ECB-GENE-25452260	LOC119724865
1944860103	XP_038052075	ECB-GENE-25452265	LOC119724866
1944860105	XP_038052076	ECB-GENE-25452265	LOC119724866
1944860107	XP_038052077	ECB-GENE-25452265	LOC119724866
1944860109	XP_038052078	ECB-GENE-25452265	LOC119724866
1944860111	XP_038052080	ECB-GENE-25452265	LOC119724866
1944860113	XP_038052081	ECB-GENE-25452265	LOC119724866
1944860118	XP_038052083	ECB-GENE-25452280	LOC119724868
1944860121	XP_038052084	ECB-GENE-25452285	LOC119724869
1944860123	XP_038052085	ECB-GENE-25452290	LOC119724870
1944860136	XP_038052093	ECB-GENE-25452295	LOC119724876
1944860148	XP_038052100	ECB-GENE-25452300	LOC119724880
1944860151	XP_038052101	ECB-GENE-25452300	LOC119724880
1944860169	XP_038052110	ECB-GENE-25452307	LOC119724886
1944860171	XP_038052111	ECB-GENE-25452307	LOC119724886
1944860173	XP_038052112	ECB-GENE-25452314	LOC119724887
1944860198	XP_038052122	ECB-GENE-25452319	LOC119724893
1944860201	XP_038052123	ECB-GENE-25452324	LOC119724894
1944860234	XP_038052131	ECB-GENE-25452329	LOC119724903
1944860237	XP_038052133	ECB-GENE-25452329	LOC119724903
1944860240	XP_038052134	ECB-GENE-25452336	LOC119724904
1944860243	XP_038052135	ECB-GENE-25452341	LOC119724905
1944860246	XP_038052136	ECB-GENE-25452341	LOC119724905
1944860249	XP_038052137	ECB-GENE-25452348	LOC119724906
1944860252	XP_038052138	ECB-GENE-25452348	LOC119724906
1944860269	XP_038052144	ECB-GENE-25452355	LOC119724910
1944860272	XP_038052145	ECB-GENE-25452360	LOC119724911
1944860275	XP_038052146	ECB-GENE-25452360	LOC119724911
1944860279	XP_038052147	ECB-GENE-25452360	LOC119724911
1944860306	XP_038052155	ECB-GENE-25452369	LOC119724914
1944860310	XP_038052156	ECB-GENE-25452374	LOC119724915
1944860314	XP_038052157	ECB-GENE-25452374	LOC119724915
1944860317	XP_038052158	ECB-GENE-25452374	LOC119724915
1944860320	XP_038052159	ECB-GENE-25452374	LOC119724915
1944860323	XP_038052160	ECB-GENE-25452374	LOC119724915
1944860327	XP_038052161	ECB-GENE-25452374	LOC119724915
1944860330	XP_038052162	ECB-GENE-25452389	LOC119724916
1944860335	XP_038052164	ECB-GENE-25452394	LOC119724919
1944860338	XP_038052165	ECB-GENE-25452401	LOC119724920
1944860347	XP_038052169	ECB-GENE-25452406	LOC119724923
1944860350	XP_038052170	ECB-GENE-25452406	LOC119724923
1944860364	XP_038052176	ECB-GENE-25452413	LOC119724927
1944860369	XP_038052178	ECB-GENE-25452418	LOC119724930
1944860372	XP_038052179	ECB-GENE-25452418	LOC119724930
1944860376	XP_038052180	ECB-GENE-25452427	LOC119724931
1944860379	XP_038052181	ECB-GENE-25452427	LOC119724931
1944860383	XP_038052182	ECB-GENE-25452434	LOC119724932
1944860387	XP_038052183	ECB-GENE-25452439	LOC119724933
1944860391	XP_038052185	ECB-GENE-25452444	LOC119724934
1944860395	XP_038052186	ECB-GENE-25452449	LOC119724935
1944860399	XP_038052187	ECB-GENE-25452449	LOC119724935
1944860403	XP_038052188	ECB-GENE-25452449	LOC119724935
1944860407	XP_038052189	ECB-GENE-25452449	LOC119724935
1944860411	XP_038052190	ECB-GENE-25452460	LOC119724936
1944860415	XP_038052191	ECB-GENE-25452460	LOC119724936
1944860419	XP_038052192	ECB-GENE-25452460	LOC119724936
1944860423	XP_038052193	ECB-GENE-25452460	LOC119724936
1944860426	XP_038052194	ECB-GENE-25452460	LOC119724936
1944860430	XP_038052195	ECB-GENE-25452460	LOC119724936
1944860437	XP_038052198	ECB-GENE-25452475	LOC119724939
1944860441	XP_038052199	ECB-GENE-25452480	LOC119724940
1944860445	XP_038052200	ECB-GENE-25452485	LOC119724941
1944860464	XP_038052206	ECB-GENE-25452490	LOC119724947
1944860470	XP_038052208	ECB-GENE-25452495	LOC119724949
1944860474	XP_038052210	ECB-GENE-25452500	LOC119724950
1944860478	XP_038052211	ECB-GENE-25452505	LOC119724951
1944860481	XP_038052212	ECB-GENE-25452510	LOC119724952
1944860487	XP_038052214	ECB-GENE-25452515	LOC119724954
1944860506	XP_038052221	ECB-GENE-25452520	LOC119724959
1944860510	XP_038052222	ECB-GENE-25452520	LOC119724959
1944860513	XP_038052223	ECB-GENE-25452520	LOC119724959
1944860516	XP_038052224	ECB-GENE-25452520	LOC119724959
1944860524	XP_038052228	ECB-GENE-25452531	LOC119724962
1944860528	XP_038052229	ECB-GENE-25452531	LOC119724962
1944860531	XP_038052230	ECB-GENE-25452538	LOC119724963
