gene	protein id
CG15306	FBpp0303348
CG2898	FBpp0071380
Psf3	FBpp0071399
Psf3	FBpp0305498
Psf3	FBpp0312067
RabX2	FBpp0071383
CG12640	FBpp0071398
Or9a	FBpp0071396
CG2889	FBpp0071385
CG2889	FBpp0298822
CG2887	FBpp0071393
PPP4R2r	FBpp0071386
PPP4R2r	FBpp0071387
PPP4R2r	FBpp0089154
PPP4R2r	FBpp0307839
CG15296	FBpp0071441
CG15296	FBpp0301980
CG2124	FBpp0071420
CG1628	FBpp0071439
CG1628	FBpp0302592
Rab9Db	FBpp0071436
CG9806	FBpp0071435
CG2111	FBpp0071421
CG12637	FBpp0071433
BTBD9	FBpp0071426
BTBD9	FBpp0306532
Rph	FBpp0071431
Rph	FBpp0290773
Rph	FBpp0304574
Rph	FBpp0304575
CG15211	FBpp0073232
CG15211	FBpp0111888
CG15211	FBpp0111889
CG15211	FBpp0111890
CG15211	FBpp0310232
CG15209	FBpp0073234
Pgls	FBpp0073235
CG2202	FBpp0073236
feo	FBpp0073266
sofe	FBpp0073265
sofe	FBpp0312030
CG2186	FBpp0073237
CG2186	FBpp0305177
CG2186	FBpp0428085
CG2157	FBpp0073238
CG2157	FBpp0308867
CG1637	FBpp0073262
CG1637	FBpp0073263
CG1637	FBpp0073264
CG1637	FBpp0308868
CG1637	FBpp0312076
CG1582	FBpp0073259
CG1582	FBpp0308815
CG15208	FBpp0073239
CG15208	FBpp0308814
CG15208	FBpp0312028
Arlr	FBpp0073243
Arlr	FBpp0310188
SmydA-4	FBpp0073246
SmydA-4	FBpp0073247
SmydA-4	FBpp0304109
CG1552	FBpp0073252
CG1552	FBpp0073253
CG1552	FBpp0312029
CG1545	FBpp0288875
CG1537	FBpp0073250
CG15203	FBpp0073248
CG15203	FBpp0312042
Vago	FBpp0073283
Vago	FBpp0312036
CG2076	FBpp0073284
CG2076	FBpp0312037
CG11122	FBpp0073337
Klp10A	FBpp0073331
Klp10A	FBpp0073332
Klp10A	FBpp0073333
Klp10A	FBpp0073334
Klp10A	FBpp0073335
Klp10A	FBpp0312027
CDK2AP1	FBpp0073293
CDK2AP1	FBpp0303413
CG15199	FBpp0073329
CG15199	FBpp0298018
CG15202	FBpp0073294
CG15202	FBpp0298016
CG15201	FBpp0073295
Lint-1	FBpp0073296
Lint-1	FBpp0304129
Lint-1	FBpp0304130
Lint-1	FBpp0309787
Dlic	FBpp0073297
Dlic	FBpp0073299
Dlic	FBpp0073300
CG1394	FBpp0073323
CG1394	FBpp0312026
CG15200	FBpp0073301
CG11106	FBpp0073302
CG11106	FBpp0309788
CG15198	FBpp0073303
Gapvd1	FBpp0073304
GCS1	FBpp0288666
GCS1	FBpp0298826
CG11756	FBpp0073306
CG1738	FBpp0073307
NdufV3	FBpp0073308
CG1737	FBpp0073309
CG1737	FBpp0309056
CG1737	FBpp0309057
CG15196	FBpp0290073
CG15196	FBpp0301161
Gr10b	FBpp0073395
Or10a	FBpp0312370
Sk1	FBpp0073346
Sk1	FBpp0073347
HP5	FBpp0073348
HP5	FBpp0073349
HP5	FBpp0304865
Cyp4g15	FBpp0073352
Cyp4g15	FBpp0312025
Uba5	FBpp0073354
Spase25	FBpp0073355
Spase25	FBpp0309254
Spase25	FBpp0309255
CG33235	FBpp0073390
CG1572	FBpp0073388
CG1572	FBpp0073389
CG1572	FBpp0308750
CG1572	FBpp0308751
PGRP-SA	FBpp0073358
PGRP-SA	FBpp0309257
CG11699	FBpp0073359
CG11699	FBpp0390636
Reepl1	FBpp0073360
Reepl1	FBpp0304863
CG11696	FBpp0073361
CG11695	FBpp0073362
CG11695	FBpp0290094
pkm	FBpp0073384
rho-4	FBpp0073365
rho-4	FBpp0073366
CG2533	FBpp0073382
CG2247	FBpp0073381
CG2247	FBpp0297270
CG2247	FBpp0297271
CG2247	FBpp0297272
CG1703	FBpp0073367
CG1703	FBpp0310240
Vlet	FBpp0073377
Vlet	FBpp0073378
Vlet	FBpp0073379
CG2444	FBpp0073376
CG2444	FBpp0312032
FucT6	FBpp0073457
Amun	FBpp0073452
Amun	FBpp0073453
Amun	FBpp0073454
Amun	FBpp0073455
Amun	FBpp0073456
Amun	FBpp0292399
Amun	FBpp0292400
Amun	FBpp0292401
Amun	FBpp0292402
Amun	FBpp0305930
Amun	FBpp0305931
Amun	FBpp0311374
prtp	FBpp0073396
prtp	FBpp0292397
prtp	FBpp0292398
prtp	FBpp0305170
Tango10	FBpp0073397
Tango10	FBpp0073398
Tango10	FBpp0305171
CG15221	FBpp0111892
CG9360	FBpp0073450
Karl	FBpp0073401
Karl	FBpp0073402
Karl	FBpp0312033
Karl	FBpp0312034
CG1578	FBpp0073444
CG1578	FBpp0308797
CG1578	FBpp0311370
CG15741	FBpp0073443
Cyp28c1	FBpp0073409
Cyp28c1	FBpp0305230
CG15740	FBpp0292360
p24-1	FBpp0073441
p24-1	FBpp0306531
CG10347	FBpp0073439
CG10347	FBpp0073440
ATP7	FBpp0271765
ATP7	FBpp0306530
Nrd1	FBpp0073438
CG1847	FBpp0073411
CG1847	FBpp0303439
CG1847	FBpp0428178
BORCS5	FBpp0073437
CG15739	FBpp0073413
CG15739	FBpp0303978
CG10352	FBpp0303979
CG10353	FBpp0112943
CG10353	FBpp0112944
CG10353	FBpp0300413
CG10353	FBpp0303981
CG10353	FBpp0303984
CG10353	FBpp0311035
CG10353	FBpp0311036
SelG	FBpp0073414
CG1840	FBpp0073415
CG1840	FBpp0303980
sicily	FBpp0073416
sicily	FBpp0311993
Upf1	FBpp0073433
Upf1	FBpp0309612
lncRNA:CR32661	
Sclp	FBpp0073430
Sclp	FBpp0291392
Sclp	FBpp0304137
Pdzd8	FBpp0073429
CG18130	FBpp0073425
CG1806	FBpp0073418
CG1806	FBpp0308689
CG1492	FBpp0073423
CG1492	FBpp0312345
regucalcin	FBpp0073419
regucalcin	FBpp0073420
regucalcin	FBpp0073421
regucalcin	FBpp0073422
Lsm12a	FBpp0073458
Tango4	FBpp0073459
Usp7	FBpp0073474
Usp7	FBpp0309600
Cyp311a1	FBpp0073473
Cyp318a1	FBpp0073460
Uch-L5R	FBpp0073471
moon	FBpp0073470
CG15734	FBpp0290058
CG15734	FBpp0290059
CG11356	FBpp0428418
CG2750	FBpp0290140
CG2750	FBpp0305876
CG1924	FBpp0073467
CG2577	FBpp0073476
Ir11a	FBpp0307907
CG2574	FBpp0073477
CG15927	FBpp0073480
CG15927	FBpp0312044
CG15731	FBpp0073503
Rab40	FBpp0073501
Rab40	FBpp0073502
Rab40	FBpp0308873
Cpr11A	FBpp0073483
Mks1	FBpp0073500
mdu	FBpp0073485
Cpr11B	FBpp0073486
Cpr11B	FBpp0305360
Pits	FBpp0073495
Pits	FBpp0271753
Pits	FBpp0304107
CG1824	FBpp0073491
CG1463	FBpp0073490
CG1463	FBpp0302582
CG1463	FBpp0312075
Fpgs1	FBpp0073488
Fpgs1	FBpp0312046
CG11085	FBpp0073489
CG15728	FBpp0073507
CG15728	FBpp0300331
Aven	FBpp0073542
Aven	FBpp0311951
CG2540	FBpp0073508
Tomosyn	FBpp0073511
Tomosyn	FBpp0289604
Tomosyn	FBpp0300332
Tomosyn	FBpp0300333
Tomosyn	FBpp0300334
Tomosyn	FBpp0309352
Tomosyn	FBpp0309353
CG15725	FBpp0073518
CG4004	FBpp0073519
CG4004	FBpp0305871
CG4004	FBpp0309357
CG4004	FBpp0311957
CG4004	FBpp0428091
pira	FBpp0073537
pira	FBpp0311949
Agpat1	FBpp0073521
Agpat1	FBpp0073522
Agpat1	FBpp0305378
Nep6	FBpp0073523
Nep6	FBpp0294042
CG4661	FBpp0073532
Flad1	FBpp0073528
Flad1	FBpp0073529
CG4404	FBpp0073527
mRpL49	FBpp0073524
mRpL49	FBpp0309878
Brms1	FBpp0073526
CG4645	FBpp0073525
CG4645	FBpp0310242
CG4645	FBpp0312048
hec	FBpp0073584
hec	FBpp0310245
CG15721	FBpp0294051
CG12716	FBpp0073583
CG15719	FBpp0301612
CG15719	FBpp0302669
CG2209	FBpp0073548
CG12715	FBpp0073581
CG12715	FBpp0310198
CG2200	FBpp0073552
CG2200	FBpp0309262
Fer3HCH	FBpp0073576
CG15717	FBpp0073554
CG15717	FBpp0308733
CG15717	FBpp0310939
MFS10	FBpp0073555
MFS10	FBpp0308734
MFS10	FBpp0308735
CG4318	FBpp0290904
CG4332	FBpp0073557
CG12096	FBpp0073558
CG12096	FBpp0309259
CG12096	FBpp0309260
CG12723	FBpp0073569
Coq5	FBpp0073568
Coq5	FBpp0311953
Coq5	FBpp0311954
CG15742	FBpp0073564
CG15742	FBpp0288641
CG15742	FBpp0288642
CG15743	FBpp0073586
CG15743	FBpp0305522
CG15743	FBpp0311952
Remo	FBpp0073587
CG1764	FBpp0073627
CG1764	FBpp0308969
CG1622	FBpp0073588
CG1622	FBpp0302613
CG1622	FBpp0308968
CG15747	FBpp0073597
CG15747	FBpp0312198
dmrt11E	FBpp0073599
Alat	FBpp0073600
Alat	FBpp0073601
Alat	FBpp0073602
Alat	FBpp0073603
Alat	FBpp0073604
Alat	FBpp0073605
Alat	FBpp0308869
Rbp1-like	FBpp0073621
Rbp1-like	FBpp0292970
Rbp1-like	FBpp0308870
Tim9a	FBpp0073606
Tim9a	FBpp0309846
CG1662	FBpp0073607
CG1662	FBpp0309558
Bcat	FBpp0073608
CG12725	FBpp0073619
GstT4	FBpp0073609
CG1998	FBpp0073618
CG1998	FBpp0290775
CG1998	FBpp0309847
Set2	FBpp0073610
Set2	FBpp0290774
CG15754	FBpp0073613
CG15756	FBpp0073614
Cpr12A	FBpp0073615
CG11816	FBpp0073616
CG11816	FBpp0304125
CG11816	FBpp0304576
CG11816	FBpp0304577
CG11178	FBpp0073636
CG11178	FBpp0311349
Ndc80	FBpp0073681
BthD	FBpp0073637
tth	FBpp0073680
tth	FBpp0311947
Tango2	FBpp0073638
Tango2	FBpp0300867
Tango2	FBpp0304111
Tango2	FBpp0309341
CG2691	FBpp0073679
CG2691	FBpp0309168
NFAT	FBpp0073639
NFAT	FBpp0111893
NFAT	FBpp0290664
NFAT	FBpp0290665
NFAT	FBpp0290666
NFAT	FBpp0309342
NFAT	FBpp0311348
DNAlig4	FBpp0073678
CG11164	FBpp0073640
CG11164	FBpp0309343
CG15760	FBpp0073641
CG15760	FBpp0305109
CG15760	FBpp0309344
CG11162	FBpp0073642
CG12177	FBpp0073677
CG12177	FBpp0309345
CG12177	FBpp0311948
CG11158	FBpp0073643
Nadsyn	FBpp0073675
Nadsyn	FBpp0073676
Nadsyn	FBpp0310009
Mrgn1	FBpp0073674
CG11134	FBpp0073649
CG11134	FBpp0304097
CG11151	FBpp0073650
CG11151	FBpp0304108
Pdcd4	FBpp0073671
Pdcd4	FBpp0111894
Pdcd4	FBpp0304100
Pdcd4	FBpp0304101
CtsB	FBpp0073669
CtsB	FBpp0311925
amrt	FBpp0428079
CG10993	FBpp0073668
CG10996	FBpp0073667
CG11095	FBpp0073658
Clic	FBpp0073666
Clic	FBpp0311923
jub	FBpp0073665
jub	FBpp0292479
jub	FBpp0292480
jub	FBpp0309253
CG11068	FBpp0073685
CG12480	FBpp0073690
CG12480	FBpp0293121
betaNACtes1	FBpp0088324
CG1368	FBpp0073708
CG11581	FBpp0073709
CG11581	FBpp0309842
CG11584	FBpp0073710
CG12481	FBpp0073712
CG11585	FBpp0113000
CG13403	FBpp0073745
CG13403	FBpp0309843
CG11590	FBpp0073716
CG11674	FBpp0073743
mRpL38	FBpp0073719
Dus2	FBpp0073720
Dus2	FBpp0308524
Fbxl4	FBpp0073740
mRNA-cap	FBpp0073739
Tat	FBpp0073725
Tat	FBpp0308581
CG13404	FBpp0288818
CG9400	FBpp0073737
betaNACtes2	FBpp0073736
betaNACtes4	FBpp0073732
CG9411	FBpp0073733
CG12540	FBpp0073746
CG14414	FBpp0073747
CG14414	FBpp0073749
CG14414	FBpp0292380
CG14414	FBpp0308546
mRpS25	FBpp0073762
nmdyn-D6	FBpp0073750
sbm	FBpp0073760
sbm	FBpp0073761
sbm	FBpp0310022
sbm	FBpp0310023
CG5321	FBpp0288460
CG5321	FBpp0310193
CG15890	FBpp0073756
CG15890	FBpp0308816
CG5334	FBpp0073752
CG5347	FBpp0073753
CG14408	FBpp0073807
CG14408	FBpp0294031
CG14408	FBpp0308532
CG14408	FBpp0308533
CG14408	FBpp0309408
CG14411	FBpp0073763
CG14411	FBpp0073764
CG14411	FBpp0289661
CG14411	FBpp0289662
CG14410	FBpp0073765
Grx5	FBpp0073806
CG12539	FBpp0073804
CG9522	FBpp0073803
CG9521	FBpp0073802
CG9519	FBpp0073801
CG9518	FBpp0073800
CG9518	FBpp0310195
CG9518	FBpp0310587
CG9514	FBpp0073797
CG9512	FBpp0073796
CG9512	FBpp0310036
fiz	FBpp0073795
fiz	FBpp0310035
CG14406	FBpp0073794
CG14406	FBpp0310034
CG12398	FBpp0073793
Eo	FBpp0073792
CG9503	FBpp0073791
CG9030	FBpp0292387
hiw	FBpp0073787
hiw	FBpp0311921
CG5541	FBpp0073775
CG5541	FBpp0073776
ND-B18	FBpp0073777
ND-B18	FBpp0309370
ND-B18	FBpp0309371
dob	FBpp0073778
Lsd-2	FBpp0073784
Lsd-2	FBpp0110268
Lsd-2	FBpp0309373
Lsd-2	FBpp0309374
Lsd-2	FBpp0311908
Cox17	FBpp0073783
CG15027	FBpp0073782
Dbct	FBpp0073781
Rab3-GEF	FBpp0298036
Rab3-GEF	FBpp0298037
Rab3-GEF	FBpp0298038
Rab3-GEF	FBpp0298039
Rab3-GEF	FBpp0303426
Rab3-GEF	FBpp0303427
Rab3-GEF	FBpp0312376
Rab3-GEF	FBpp0402896
Rab3-GEF	FBpp0402897
Rab3-GEF	FBpp0402898
CG9072	FBpp0073846
Cyp4s3	FBpp0073845
RpL37-1	FBpp0073844
RpL37-1	FBpp0303429
CG9095	FBpp0073843
CG9095	FBpp0111897
CG9095	FBpp0303428
CG9095	FBpp0309356
CG5662	FBpp0073816
CG5662	FBpp0311920
CG9101	FBpp0073841
PPYR1	FBpp0073840
CG9106	FBpp0073838
CG9106	FBpp0073839
CG5877	FBpp0073818
CG5877	FBpp0073819
CG5877	FBpp0309378
CG9114	FBpp0073837
CG9123	FBpp0073836
CG12608	FBpp0073835
Prp5	FBpp0073828
CG9164	FBpp0073829
CG9164	FBpp0073831
CG9164	FBpp0310008
CG11655	FBpp0073848
CG6294	FBpp0073851
CG6294	FBpp0300987
CG6299	FBpp0073849
CG6299	FBpp0073850
CG6299	FBpp0310435
CG6299	FBpp0310436
CG6299	FBpp0311351
CG15642	FBpp0073892
CG15642	FBpp0312003
CG15641	FBpp0073852
Alg14	FBpp0073853
CG6324	FBpp0073854
CG6324	FBpp0311216
CG6340	FBpp0073856
CG6340	FBpp0073857
CG6340	FBpp0301761
CG6340	FBpp0301762
CG7860	FBpp0073861
CG7860	FBpp0308748
CG15643	FBpp0073888
CG15643	FBpp0309307
CG9213	FBpp0073887
CG9213	FBpp0309306
cerv	FBpp0088643
cerv	FBpp0301753
cerv	FBpp0312001
CG7872	FBpp0073862
CG9215	FBpp0073882
CG8097	FBpp0073863
CG8097	FBpp0309303
Alp11	FBpp0073864
Chsy	FBpp0073880
Chsy	FBpp0309305
CG8117	FBpp0073866
CG8119	FBpp0073867
CG15646	FBpp0073878
CG15646	FBpp0308749
CG12708	FBpp0073868
CG12708	FBpp0288399
CG15599	FBpp0312520
CG8128	FBpp0073869
CG8128	FBpp0309990
CG9240	FBpp0073876
CG9240	FBpp0300838
Pis	FBpp0073874
Pis	FBpp0073875
Hap40	FBpp0073870
Hap40	FBpp0310620
CG9281	FBpp0073872
CG9281	FBpp0073873
CG9281	FBpp0309269
CG15601	FBpp0073871
CG15601	FBpp0308740
CG15601	FBpp0308741
CG15601	FBpp0308742
HUWE1	FBpp0073898
HUWE1	FBpp0308743
HUWE1	FBpp0308744
HUWE1	FBpp0308745
HUWE1	FBpp0308746
HUWE1	FBpp0308747
HUWE1	FBpp0309265
CG8191	FBpp0073899
CG12379	FBpp0271786
CG11679	FBpp0073982
CG8206	FBpp0073901
CG8206	FBpp0312006
CG8944	FBpp0073981
Mvd	FBpp0073903
Mvd	FBpp0312007
CG8260	FBpp0073904
CG8260	FBpp0073905
Graf	FBpp0073979
Graf	FBpp0089212
Graf	FBpp0089213
Graf	FBpp0309266
Graf	FBpp0309267
Graf	FBpp0309268
Graf	FBpp0311354
mRpL3	FBpp0073906
Polr3A	FBpp0290035
CG8952	FBpp0073978
Efhc1.1	FBpp0073977
mRpS30	FBpp0073910
mRpS30	FBpp0312012
sordd1	FBpp0073970
sordd1	FBpp0073971
sordd1	FBpp0073972
sordd1	FBpp0073973
sordd1	FBpp0073974
CG15602	FBpp0073912
CG15602	FBpp0309109
PGRP-LE	FBpp0073968
PGRP-LE	FBpp0300347
CG8509	FBpp0073913
CG8565	FBpp0073917
CG8578	FBpp0073918
CG8578	FBpp0309111
CG8578	FBpp0312008
CG15914	FBpp0073919
CG16952	FBpp0073924
CG16952	FBpp0073925
CG16952	FBpp0073926
CG16952	FBpp0290025
CG16952	FBpp0309048
CG16952	FBpp0423172
MSBP	FBpp0073959
MSBP	FBpp0290813
MSBP	FBpp0305868
CG15916	FBpp0073927
Lrp4	FBpp0073931
Lrp4	FBpp0290880
Lrp4	FBpp0309270
CG8916	FBpp0290450
CG8916	FBpp0290451
CG8924	FBpp0073935
Rrp47	FBpp0073937
Rrp47	FBpp0309613
Or13a	FBpp0073938
Cep164	FBpp0073952
Cep164	FBpp0073951
Cep164	FBpp0312010
Slc25A46a	FBpp0073939
ND-20	FBpp0073950
ND-20	FBpp0073949
ND-20	FBpp0309363
eIF5	FBpp0089137
eIF5	FBpp0089136
eIF5	FBpp0073947
eIF5	FBpp0089138
eIF5	FBpp0073948
eIF5	FBpp0089140
eIF5	FBpp0089139
CG8939	FBpp0073943
CG12698	FBpp0073944
CG12395	FBpp0074037
dpr18	FBpp0073986
Nipsnap	FBpp0074036
Nipsnap	FBpp0074035
Nipsnap	FBpp0074034
Nipsnap	FBpp0310192
CG8958	FBpp0073987
CG12507	FBpp0288526
Mfe2	FBpp0073988
Mfe2	FBpp0309384
UQCR-14	FBpp0073995
ERp44	FBpp0074020
ERp44	FBpp0074021
ERp44	FBpp0074022
ERp44	FBpp0074023
CG3632	FBpp0111901
CG3632	FBpp0111902
CG3632	FBpp0111903
CG3632	FBpp0111904
CG3632	FBpp0309796
CG3632	FBpp0310622
CG9915	FBpp0111905
CG9915	FBpp0307918
SWIP	FBpp0307917
CG9917	FBpp0074016
CG9917	FBpp0304144
CG9919	FBpp0074015
CG9919	FBpp0309277
CG9921	FBpp0305494
CG9921	FBpp0305495
CG9992	FBpp0074081
CG9992	FBpp0074082
CG9992	FBpp0074083
CG9992	FBpp0074084
CG9992	FBpp0074085
CG4239	FBpp0074044
CG4239	FBpp0074045
CG4239	FBpp0074046
CG4239	FBpp0309275
CG9981	FBpp0074079
CG9981	FBpp0306159
CG9981	FBpp0306160
CG4301	FBpp0074048
CG4301	FBpp0300828
CG4301	FBpp0300829
Traf-like	FBpp0074049
Traf-like	FBpp0074050
Traf-like	FBpp0074051
Traf-like	FBpp0300830
Traf-like	FBpp0300831
Traf-like	FBpp0306152
Traf-like	FBpp0306153
AnxB11	FBpp0074077
AnxB11	FBpp0074078
AnxB11	FBpp0306154
AnxB11	FBpp0306155
AnxB11	FBpp0306156
AnxB11	FBpp0306157
AnxB11	FBpp0306158
Cdc50	FBpp0074076
Cdc50	FBpp0310007
rngo	FBpp0074054
rngo	FBpp0310006
CG9903	FBpp0074072
CG9902	FBpp0074071
CG9902	FBpp0306151
CG13014	FBpp0074057
CG9784	FBpp0074064
CG9784	FBpp0302002
CG9784	FBpp0303435
CG9782	FBpp0074063
CG9777	FBpp0074062
mthl1	FBpp0074089
mthl1	FBpp0309136
Nemp	FBpp0074150
CG13012	FBpp0288655
CG13012	FBpp0307257
CG13012	FBpp0307258
CG13012	FBpp0307259
CG13010	FBpp0074147
CG9676	FBpp0074138
sphe	FBpp0074137
CG9673	FBpp0074136
CG9673	FBpp0308864
CG4653	FBpp0074095
CG9672	FBpp0074135
CG4678	FBpp0289309
CG4678	FBpp0289310
CG4678	FBpp0289311
CG4678	FBpp0289312
CG4678	FBpp0301002
CG4678	FBpp0308861
CG4678	FBpp0308862
CG4678	FBpp0308863
CG13008	FBpp0074096
mRpL22	FBpp0074104
CG9609	FBpp0074130
Sap30	FBpp0074105
Sap30	FBpp0310514
Rrp45	FBpp0074129
Rrp45	FBpp0310515
CG4768	FBpp0074106
CG4768	FBpp0297067
CG4768	FBpp0312451
CG9132	FBpp0074127
CG9132	FBpp0074128
CG9132	FBpp0297713
CG4789	FBpp0074107
Rai1	FBpp0074126
CG13005	FBpp0074108
ppk28	FBpp0074109
CG4829	FBpp0074110
CG4829	FBpp0074111
CG4829	FBpp0074112
CG4829	FBpp0111907
CG4829	FBpp0111908
CG4829	FBpp0307256
CG13004	FBpp0074125
CG13004	FBpp0111909
CG13004	FBpp0293082
CG13004	FBpp0300888
CG13003	FBpp0074123
CG13003	FBpp0289660
CG13003	FBpp0304128
CG4872	FBpp0074113
Nprl2	FBpp0074122
Polr3I	FBpp0074115
Polr3I	FBpp0309740
DENR	FBpp0074121
DENR	FBpp0302657
CG4880	FBpp0074116
CG4880	FBpp0302656
CG13002	FBpp0074117
wus	FBpp0074192
wus	FBpp0309739
CG13001	FBpp0074191
CG13000	FBpp0074190
RhoGAP15B	FBpp0110289
RhoGAP15B	FBpp0288535
Ubr1	FBpp0074189
Ubr1	FBpp0300996
Ubr1	FBpp0312009
wcy	FBpp0074186
wcy	FBpp0293379
wcy	FBpp0293380
wcy	FBpp0302661
wcy	FBpp0302662
wcy	FBpp0303447
CG4949	FBpp0074155
CG4949	FBpp0309991
CG4955	FBpp0074156
CG8945	FBpp0074185
CG16700	FBpp0074157
CG4991	FBpp0074158
CG4991	FBpp0074159
CG4991	FBpp0306536
CG4991	FBpp0306537
CG4991	FBpp0309316
TTLL1A	FBpp0074177
CG5070	FBpp0074163
CG12995	FBpp0074176
CG5162	FBpp0074167
CG5162	FBpp0309480
CG12998	FBpp0074168
CG12998	FBpp0312002
CG5172	FBpp0113031
CG5172	FBpp0113032
CG10597	FBpp0271729
CG8915	FBpp0074221
CG8915	FBpp0308827
CG8675	FBpp0074220
CG8664	FBpp0074219
CG8664	FBpp0308826
CG8661	FBpp0074218
CG5445	FBpp0074199
CG5445	FBpp0074201
CG5445	FBpp0074202
CG5445	FBpp0308824
CG5445	FBpp0308825
ENGase	FBpp0074205
ENGase	FBpp0074206
p-cup	FBpp0074211
CG8568	FBpp0074210
ppk23	FBpp0074265
ppk23	FBpp0100029
ppk23	FBpp0111911
ppk23	FBpp0302876
CG12992	FBpp0290002
CG12992	FBpp0307239
CG12992	FBpp0307240
CG12992	FBpp0307241
CG12991	FBpp0074222
CG12991	FBpp0074223
CG12991	FBpp0307235
CG12991	FBpp0307236
CG12991	FBpp0307237
CG12991	FBpp0307238
stas	FBpp0074261
stas	FBpp0288475
CG8326	FBpp0074260
ND-24	FBpp0074226
ND-24	FBpp0309486
CG8289	FBpp0074258
CG8289	FBpp0309487
CG5800	FBpp0074227
IntS2	FBpp0074254
CG12990	FBpp0074253
CG8188	FBpp0074250
CG8188	FBpp0099891
CG8188	FBpp0309497
CG8188	FBpp0312005
CG8173	FBpp0074249
CG12986	FBpp0074248
Socs16D	FBpp0074247
Socs16D	FBpp0301993
CG6398	FBpp0074236
CG6398	FBpp0309626
CG8142	FBpp0074246
Ucp4A	FBpp0074238
Ucp4A	FBpp0292605
Ucp4A	FBpp0308798
CG15814	FBpp0074242
CG15814	FBpp0074243
CG15814	FBpp0074244
CG15814	FBpp0074245
Spt7	FBpp0074239
Srx	FBpp0074266
Srx	FBpp0292779
Srx	FBpp0292780
Srx	FBpp0292781
Arp8	FBpp0074318
CG6769	FBpp0074267
CG6769	FBpp0306150
CG6788	FBpp0074269
CG12985	FBpp0074268
Gss1	FBpp0290191
Gss1	FBpp0290192
Gss1	FBpp0290193
Gss1	FBpp0290194
Gss1	FBpp0290195
Gss1	FBpp0290196
Gss1	FBpp0309327
CG7772	FBpp0074314
CG6847	FBpp0074279
CG6847	FBpp0310637
CG12672	FBpp0074313
CG6867	FBpp0088539
CG15373	FBpp0428109
CG15373	FBpp0428110
CG7536	FBpp0074304
CG7536	FBpp0074305
CG7536	FBpp0309975
CG7536	FBpp0309976
Ada3	FBpp0074284
Ada3	FBpp0308623
Swt1	FBpp0089022
Swt1	FBpp0300671
RhoGAP16F	FBpp0074287
RhoGAP16F	FBpp0298029
RhoGAP16F	FBpp0298030
RhoGAP16F	FBpp0309969
RhoGAP16F	FBpp0309970
Mvb12	FBpp0074301
Mvb12	FBpp0074302
Mvb12	FBpp0301955
CG7135	FBpp0074289
Frq1	FBpp0074319
Frq1	FBpp0099625
Frq1	FBpp0307120
Frq1	FBpp0307121
Andorra	FBpp0074363
Hesr	FBpp0074362
Him	FBpp0074321
upd2	FBpp0423083
CG15059	FBpp0074356
CG15059	FBpp0312041
lncRNA:CR15061	
CG6023	FBpp0074351
CG6023	FBpp0310654
kairos	FBpp0074350
kairos	FBpp0300205
CG6106	FBpp0074325
CG6106	FBpp0309961
CG6179	FBpp0074330
CG15056	FBpp0074332
CG6290	FBpp0074335
Hayan	FBpp0074401
Hayan	FBpp0111913
Hayan	FBpp0309794
psh	FBpp0074400
CG15046	FBpp0074399
CG15044	FBpp0074398
CG15043	FBpp0074397
CG15043	FBpp0309793
Pgant7	FBpp0074395
Pgant7	FBpp0074396
Pgant7	FBpp0311917
Xrcc2	FBpp0074364
Ggt-1	FBpp0074393
Ggt-1	FBpp0309326
CG6470	FBpp0074392
CG6470	FBpp0311918
CG6481	FBpp0074391
CG15042	FBpp0074390
CG15047	FBpp0074368
CG15040	FBpp0074389
wgn	FBpp0074388
wgn	FBpp0309667
Nup35	FBpp0074372
Hou	FBpp0074386
Ing3	FBpp0074385
CG6659	FBpp0074383
CG6659	FBpp0074384
CG6696	FBpp0074382
Cyp308a1	FBpp0074375
CG6873	FBpp0074378
CG12609	FBpp0074376
CCKLR-17D3	FBpp0111916
CG6891	FBpp0074402
CG6891	FBpp0074403
CG6891	FBpp0306529
CG18259	FBpp0074432
CR6900	
CG6961	FBpp0074431
Atg101	FBpp0074406
CG7058	FBpp0290376
CG7101	FBpp0074410
Pvf1	FBpp0074411
Pvf1	FBpp0290881
Pvf1	FBpp0310199
shop	FBpp0074426
CG7322	FBpp0074425
CG7322	FBpp0302589
CG7322	FBpp0311891
Usp39	FBpp0074414
CG7326	FBpp0074424
CG7326	FBpp0305362
CG7332	FBpp0074418
CG7332	FBpp0309678
Flacc	FBpp0074423
Flacc	FBpp0309680
Flacc	FBpp0309681
SdhBL	FBpp0074419
SdhBL	FBpp0311226
CG7378	FBpp0074420
CG7378	FBpp0111917
CG7378	FBpp0309670
CG14190	FBpp0074434
CG7406	FBpp0074435
CG14191	FBpp0074436
CG7423	FBpp0074473
CG15882	FBpp0074472
tgy	FBpp0288714
tgy	FBpp0310711
Obp18a	FBpp0074470
Inx5	FBpp0074467
CG7556	FBpp0074466
CG7556	FBpp0309972
CG7453	FBpp0074437
CG33253	FBpp0074439
CG33253	FBpp0303582
CG33253	FBpp0309742
Mec2	FBpp0074440
HP1D3csd	FBpp0074441
CG7914	FBpp0074465
CG14194	FBpp0074442
CG14194	FBpp0307682
CG7990	FBpp0074464
CG7990	FBpp0300425
CG7990	FBpp0311341
CG14195	FBpp0074461
CG14195	FBpp0310190
Mur18B	FBpp0074443
Muc18B	FBpp0074444
Muc18B	FBpp0311892
CG7884	FBpp0074445
